language,country-code,geoId,name,local-name,trimmed-name,is-exclude
vi,AF,30020848,Daykundi Province,Tỉnh Daykundi,Daykundi,TRUE
vi,AF,30020843,Farah Province,Tỉnh Farah,Farah,TRUE
vi,AF,30020846,Faryab Province,Tỉnh Faryab,Faryab,TRUE
vi,AF,30020859,Ghazni Province,Tỉnh Ghazni,Ghazni,TRUE
vi,AF,30020847,Ghor Province,Tỉnh Ghor,Ghor,TRUE
vi,AF,30020832,Helmand Province,Tỉnh Helmand,Helmand,TRUE
vi,AF,30020844,Herat Province,Tỉnh Herat,Herat,TRUE
vi,AF,30020842,Jowzjan Province,Tỉnh Jowzjan,Jowzjan,TRUE
vi,AF,30020852,Kabul Province,Tỉnh Kabul,Kabul,TRUE
vi,AF,30020831,Kandahar Province,Tỉnh Kandahar,Kandahar,TRUE
vi,AF,30020836,Kapisa Province,Tỉnh Kapisa,Kapisa,TRUE
vi,AF,30020853,Khost Province,Tỉnh Khost,Khost,TRUE
vi,AF,30020833,Kunar Province,Tỉnh Kunar,Kunar,TRUE
vi,AF,30020830,Kunduz Province,Tỉnh Kunduz,Kunduz,TRUE
vi,AF,30020835,Laghman Province,Tỉnh Laghman,Laghman,TRUE
vi,AF,30020851,Logar Province,Tỉnh Logar,Logar,TRUE
vi,AF,30020837,Nangarhar Province,Tỉnh Nangarhar,Nangarhar,TRUE
vi,AF,30020834,Nimruz Province,Tỉnh Nimruz,Nimruz,TRUE
vi,AF,30020829,Nuristan Province,Tỉnh Nuristan,Nuristan,TRUE
vi,AF,30020854,Paktia Province,Tỉnh Paktia,Paktia,TRUE
vi,AF,30020858,Paktika Province,Tỉnh Paktika,Paktika,TRUE
vi,AF,30020857,Panjshir Province,Tỉnh Panjshir,Panjshir,TRUE
vi,AF,30020838,Parwan Province,Tỉnh Parwan,Parwan,TRUE
vi,AF,30020840,Samangan Province,Tỉnh Samangan,Samangan,TRUE
vi,AF,30020856,Sar-e Pol Province,Tỉnh Sar-e Pol,Sar-e Pol,TRUE
vi,AF,30020828,Takhar Province,Tỉnh Takhar,Takhar,TRUE
vi,AF,30020855,Uruzgan Province,Tỉnh Uruzgan,Uruzgan,TRUE
vi,AF,30020860,Maidan Wardak Province,Tỉnh Wardak,Wardak,TRUE
vi,AF,30020849,Zabul Province,Tỉnh Zabul,Zabul,TRUE
vi,AL,4003315069,Rrethi i Kuçovës,Huyện Kuçovë,Kuçovë,TRUE
vi,AL,4000782345,Rrethi i Matit,Huyện Mat,Mat,TRUE
vi,AL,4003186185,Komuna e Armenit,Xã Armen,Armen,TRUE
vi,AL,4003183766,Komuna e Velipojës,Xã Velipoja,Velipoja,TRUE
vi,AM,30070697,Gegharkunik,Tỉnh Gegharkunik,Gegharkunik,TRUE
vi,AM,30070699,Lori,Tỉnh Lori,Lori,TRUE
vi,AM,30070700,Shirak,Tỉnh Shirak,Shirak,TRUE
vi,AM,30070701,Syunik,Tỉnh Syunik,Syunik,TRUE
vi,AM,30070702,Tavush,Tỉnh Tavush,Tavush,TRUE
vi,AM,30070703,Vayots Dzor,Tỉnh Vayots Dzor,Vayots Dzor,TRUE
vi,AO,30020867,Bengo Province,Tỉnh Bengo,Bengo,TRUE
vi,AO,30020868,Benguela Province,Tỉnh Benguela,Benguela,TRUE
vi,AO,30020869,Bié Province,Tỉnh Bié,Bié,TRUE
vi,AO,30020862,Cabinda Province,Tỉnh Cabinda,Cabinda,TRUE
vi,AO,30020866,Cuando Cubango Province,Tỉnh Cuando Cubango,Cuando Cubango,TRUE
vi,AO,30020870,Cuanza Norte Province,Tỉnh Cuanza Norte,Cuanza Norte,TRUE
vi,AO,30020871,Cuanza Sul Province,Tỉnh Cuanza Sul,Cuanza Sul,TRUE
vi,AO,30020861,Cunene Province,Tỉnh Cunene,Cunene,TRUE
vi,AO,30020872,Huambo Province,Tỉnh Huambo,Huambo,TRUE
vi,AO,30020873,Huíla Province,Tỉnh Huíla,Huíla,TRUE
vi,AO,30020874,Luanda Province,Tỉnh Luanda,Luanda,TRUE
vi,AO,30020875,Lunda Norte Province,Tỉnh Lunda Norte,Lunda Norte,TRUE
vi,AO,30020876,Lunda Sul Province,Tỉnh Lunda Sul,Lunda Sul,TRUE
vi,AO,30020865,Malanje Province,Tỉnh Malanje,Malanje,TRUE
vi,AO,30020877,Moxico Province,Tỉnh Moxico,Moxico,TRUE
vi,AO,30020878,Namibe Province,Tỉnh Namibe,Namibe,TRUE
vi,AO,30020864,Uíge Province,Tỉnh Uíge,Uíge,TRUE
vi,AO,30020863,Zaire Province,Tỉnh Zaire,Zaire,TRUE
vi,AR,4003430804,Martín García,Đảo Martín García,Martín García,TRUE
vi,AR,4003435907,Provincia de Buenos Aires,Tỉnh Buenos Aires,Buenos Aires,TRUE
vi,AR,4003862286,Catamarca Province,Tỉnh Catamarca,Catamarca,TRUE
vi,AR,4003861887,Chaco Province,Tỉnh Chaco,Chaco,TRUE
vi,AR,4003861244,Chubut Province,Tỉnh Chubut,Chubut,TRUE
vi,AR,4003860255,Córdoba Province,Tỉnh Córdoba,Córdoba,TRUE
vi,AR,4003435214,Corrientes Province,Tỉnh Corrientes,Corrientes,TRUE
vi,AR,4003434137,Entre Ríos Province,Tỉnh Entre Ríos,Entre Ríos,TRUE
vi,AR,4003433896,Formosa Province,Tỉnh Formosa,Formosa,TRUE
vi,AR,4003853404,Jujuy Province,Tỉnh Jujuy,Jujuy,TRUE
vi,AR,4003849574,La Pampa Province,Tỉnh La Pampa,La Pampa,TRUE
vi,AR,4003848949,La Rioja Province,Tỉnh La Rioja,La Rioja,TRUE
vi,AR,4003844419,Mendoza Province,Tỉnh Mendoza,Mendoza,TRUE
vi,AR,4003430657,Misiones Province,Tỉnh Misiones,Misiones,TRUE
vi,AR,4003843122,Neuquén Province,Tỉnh Neuquén,Neuquén,TRUE
vi,AR,4003838830,Río Negro Province,Tỉnh Río Negro,Río Negro,TRUE
vi,AR,4003838231,Salta Province,Tỉnh Salta,Salta,TRUE
vi,AR,4003837152,San Juan Province,Tỉnh San Juan,San Juan,TRUE
vi,AR,4003837029,San Luis Province,Tỉnh San Luis,San Luis,TRUE
vi,AR,4003836350,Santa Cruz Province,Tỉnh Santa Cruz,Santa Cruz,TRUE
vi,AR,4003836276,Santa Fe Province,Tỉnh Santa Fe,Santa Fe,TRUE
vi,AR,4003835868,Santiago del Estero Province,Tỉnh Santiago del Estero,Santiago del Estero,TRUE
vi,AR,4003834450,Tierra del Fuego Province,Tỉnh Tierra del Fuego,Tierra del Fuego,TRUE
vi,AR,4003833578,Tucumán Province,Tỉnh Tucumán,Tucumán,TRUE
vi,AT,4002782554,Politischer Bezirk Amstetten,Huyện Amstetten,Amstetten,TRUE
vi,AT,4002782066,Politischer Bezirk Baden,Huyện Baden,Baden,TRUE
vi,AT,4002781679,Politischer Bezirk Bludenz,Huyện Bludenz,Bludenz,TRUE
vi,AT,4002781502,Politischer Bezirk Bregenz,Huyện Bregenz,Bregenz,TRUE
vi,AT,4002781372,Politischer Bezirk Bruck an der Leitha,Huyện Bruck an der Leitha,Bruck an der Leitha,TRUE
vi,AT,4002781022,Politischer Bezirk Deutschlandsberg,Huyện Deutschlandsberg,Deutschlandsberg,TRUE
vi,AT,4002780740,Politischer Bezirk Dornbirn,Huyện Dornbirn,Dornbirn,TRUE
vi,AT,4002779673,Politischer Bezirk Feldkirch,Huyện Feldkirch,Feldkirch,TRUE
vi,AT,4002778876,Politischer Bezirk Gänserndorf,Huyện Gänserndorf,Gänserndorf,TRUE
vi,AT,4002778438,Politischer Bezirk Gmünd,Huyện Gmünd,Gmünd,TRUE
vi,AT,4002775635,Politischer Bezirk Hollabrunn,Huyện Hollabrunn,Hollabrunn,TRUE
vi,AT,4002775515,Politischer Bezirk Horn,Huyện Horn,Horn,TRUE
vi,AT,4002775306,Politischer Bezirk Imst,Huyện Imst,Imst,TRUE
vi,AT,4002775219,Politischer Bezirk Innsbruck Land,Huyện Innsbruck-Land,Innsbruck-Land,TRUE
vi,AT,4002775088,Politischer Bezirk Jennersdorf,Huyện Jennersdorf,Jennersdorf,TRUE
vi,AT,4002774346,Politischer Bezirk Kitzbühel,Huyện Kitzbühel,Kitzbühel,TRUE
vi,AT,4002774323,Politischer Bezirk Klagenfurt Land,Huyện Klagenfurt-Land,Klagenfurt-Land,TRUE
vi,AT,4002773548,Politischer Bezirk Krems,Huyện Krems,Krems,TRUE
vi,AT,4002773069,Politischer Bezirk Landeck,Huyện Landeck,Landeck,TRUE
vi,AT,4002772504,Politischer Bezirk Lienz,Huyện Lienz,Lienz,TRUE
vi,AT,4002772469,Politischer Bezirk Lilienfeld,Huyện Lilienfeld,Lilienfeld,TRUE
vi,AT,4002771680,Politischer Bezirk Melk,Huyện Melk,Melk,TRUE
vi,AT,4002771556,Politischer Bezirk Mistelbach,Huyện Mistelbach,Mistelbach,TRUE
vi,AT,4002771333,Politischer Bezirk Mödling,Huyện Mödling,Mödling,TRUE
vi,AT,4002770710,Politischer Bezirk Neunkirchen,Huyện Neunkirchen,Neunkirchen,TRUE
vi,AT,4002770682,Politischer Bezirk Neusiedl am See,Huyện Neusiedl am See,Neusiedl am See,TRUE
vi,AT,4002769811,Politischer Bezirk Oberpullendorf,Huyện Oberpullendorf,Oberpullendorf,TRUE
vi,AT,4002769104,Politischer Bezirk Perg,Huyện Perg,Perg,TRUE
vi,AT,4002767510,Politischer Bezirk Reutte,Huyện Reutte,Reutte,TRUE
vi,AT,4002766817,Politischer Bezirk Salzburg-Umgebung,Huyện Salzburg-Umgebung,Salzburg-Umgebung,TRUE
vi,AT,4002766428,Politischer Bezirk Sankt Pölten,Huyện Sankt Pölten,Sankt Pölten,TRUE
vi,AT,4002766358,Politischer Bezirk Sankt Veit an der Glan,Huyện Sankt Veit an der Glan,Sankt Veit an der Glan,TRUE
vi,AT,4002766154,Politischer Bezirk Schärding,Huyện Schärding,Schärding,TRUE
vi,AT,4002766079,Politischer Bezirk Scheibbs,Huyện Scheibbs,Scheibbs,TRUE
vi,AT,4002765389,Politischer Bezirk Schwaz,Huyện Schwaz,Schwaz,TRUE
vi,AT,4002764785,Politischer Bezirk Spittal an der Drau,Huyện Spittal an der Drau,Spittal an der Drau,TRUE
vi,AT,4002764357,Politischer Bezirk Steyr-Land,Huyện Steyr-Land,Steyr-Land,TRUE
vi,AT,4002763265,Politischer Bezirk Tulln,Huyện Tulln,Tulln,TRUE
vi,AT,4002762367,Politischer Bezirk Villach Land,Huyện Villach-Land,Villach-Land,TRUE
vi,AT,4002762326,Politischer Bezirk Voitsberg,Huyện Voitsberg,Voitsberg,TRUE
vi,AT,4002762314,Politischer Bezirk Völkermarkt,Huyện Völkermarkt,Völkermarkt,TRUE
vi,AT,4002762078,Politischer Bezirk Waidhofen an der Thaya,Huyện Waidhofen an der Thaya,Waidhofen an der Thaya,TRUE
vi,AT,4002761530,Politischer Bezirk Weiz,Huyện Weiz,Weiz,TRUE
vi,AT,4002761352,Politischer Bezirk Wiener Neustadt,Huyện Wiener Neustadt,Wiener Neustadt,TRUE
vi,AT,4002760908,Politischer Bezirk Wolfsberg,Huyện Wolfsberg,Wolfsberg,TRUE
vi,AT,4002760633,Politischer Bezirk Zell am See,Huyện Zell am See,Zell am See,TRUE
vi,AT,4002760421,Politischer Bezirk Zwettl,Huyện Zwettl,Zwettl,TRUE
vi,AU,30018819,Fitzroy Island,Đảo Fitzroy,Fitzroy,TRUE
vi,AU,4002207253,Gibson Island,Đảo Gibson,Gibson,TRUE
vi,AU,4007839426,Kangaroo Island,Đảo Kangaroo,Kangaroo,TRUE
vi,AU,4007839675,King Island,Đảo King,King,TRUE
vi,AU,30018467,Moreton Island,Đảo Moreton,Moreton,TRUE
vi,AU,4007839383,Palm Island,Đảo Palm,Palm,TRUE
vi,AU,30073067,Rottnest Island,Đảo Rottnest,Rottnest,TRUE
vi,AU,4007839398,Torres Strait Island Region,Đảo Torres Strait,Torres Strait,TRUE
vi,AU,30018482,Canberra City,Thành phố Canberra,Canberra,FALSE
vi,AU,30018483,Canberra City,Thành phố Canberra,Canberra,FALSE
vi,BD,4011286051,St.Martin Dwip,Đảo Saint Martin,Saint Martin,TRUE
vi,BE,4006693370,City of Brussels,Thành phố Bruxelles,Bruxelles,FALSE
vi,BE,4003337389,City of Brussels,Thành phố Bruxelles,Bruxelles,FALSE
vi,BE,4002791993,Province du Luxembourg,Tỉnh Luxembourg,Luxembourg,TRUE
vi,BE,4002790469,Province de Namur,Tỉnh Namur,Namur,TRUE
vi,BE,4002789733,Provincie Oost-Vlaanderen,Tỉnh Oost-Vlaanderen,Oost-Vlaanderen,TRUE
vi,BE,4002783770,Provincie West-Vlaanderen,Tỉnh Tây Flanders,Tây Flanders,TRUE
vi,BE,4003333250,Provincie Vlaams-Brabant,Tỉnh Vlaams-Brabant,Vlaams-Brabant,TRUE
vi,BE,4003333251,Province du Brabant Wallon,Tỉnh Walloon Brabant,Walloon Brabant,TRUE
vi,BF,30056867,Boulkiemde,Tỉnh Boulkiemdé,Boulkiemdé,TRUE
vi,BF,30056885,Zondoma,Tỉnh Zondoma,Zondoma,TRUE
vi,BF,30056873,Zoundweogo,Tỉnh Zoundwéogo,Zoundwéogo,TRUE
vi,BG,4000726419,Oblast Dobrich,Tỉnh Dobrich,Dobrich,TRUE
vi,BG,4000864553,Oblast Kardzhali,Tỉnh Kardzhali,Kardzhali,TRUE
vi,BG,4000864554,Oblast Kyustendil,Tỉnh Kyustendil,Kyustendil,TRUE
vi,BG,4000453753,Oblast Montana,Tỉnh Montana,Montana,TRUE
vi,BG,4000728204,Oblast Pleven,Tỉnh Pleven,Pleven,TRUE
vi,BG,4000453751,Oblast Razgrad,Tỉnh Razgrad,Razgrad,TRUE
vi,BG,4000727524,Oblast Ruse,Tỉnh Ruse,Ruse,TRUE
vi,BG,4000864555,Oblast Shumen,Tỉnh Shumen,Shumen,TRUE
vi,BG,4000864556,Oblast Silistra,Tỉnh Silistra,Silistra,TRUE
vi,BG,4000864557,Oblast Sliven,Tỉnh Sliven,Sliven,TRUE
vi,BG,4000864558,Oblast Smolyan,Tỉnh Smolyan,Smolyan,TRUE
vi,BG,4000864559,Oblast Stara Zagora,Tỉnh Stara Zagora,Stara Zagora,TRUE
vi,BG,4000864560,Oblast Targovishte,Tỉnh Targovishte,Targovishte,TRUE
vi,BG,4000864561,Oblast Veliko Tarnovo,Tỉnh Veliko Tarnovo,Veliko Tarnovo,TRUE
vi,BG,4000864562,Oblast Vidin,Tỉnh Vidin,Vidin,TRUE
vi,BG,4000725713,Oblast Vratsa,Tỉnh Vratsa,Vratsa,TRUE
vi,BG,4000864563,Oblast Yambol,Tỉnh Yambol,Yambol,TRUE
vi,BH,30020703,Muharraq Governorate,Tỉnh Muharraq,Muharraq,TRUE
vi,BI,30020963,Bujumbura Rural,Tỉnh Bujumbura Rural,Bujumbura Rural,TRUE
vi,BO,30057282,Abel Iturralde,Tỉnh Abel Iturralde,Abel Iturralde,TRUE
vi,BO,30057324,Antonio Quijarro,Tỉnh Antonio Quijarro,Antonio Quijarro,TRUE
vi,BO,30057347,Manuel Maria Caballero,Tỉnh Manuel María Caballero,Manuel María Caballero,TRUE
vi,BO,30057333,Nor Chichas,Tỉnh Nor Chichas,Nor Chichas,TRUE
vi,BO,30057334,Nor Lipez,Tỉnh Nor Lípez,Nor Lípez,TRUE
vi,BO,30057299,Omasuyos,Tỉnh Omasuyos,Omasuyos,TRUE
vi,BO,30057300,Pacajes,Tỉnh Pacajes,Pacajes,TRUE
vi,BO,30057254,Vaca Diez,Tỉnh Vaca Díez,Vaca Díez,TRUE
vi,BR,4006320523,Ilha de Itamaracá,Đảo Itamaracá,Itamaracá,TRUE
vi,BY,30020887,Minsk Region,Tỉnh Minsk,Minsk,TRUE
vi,CA,4008673432,L'Île-d'Anticosti,Đảo Anticosti,Anticosti,TRUE
vi,CA,4006113358,Prince Edward Island,Đảo Hoàng tử Edward,Hoàng tử Edward,TRUE
vi,CG,30021040,Plateaux,Tỉnh Plateaux,Plateaux,TRUE
vi,CH,4006458846,Bezirk Aarau,Huyện Aarau,Aarau,TRUE
vi,CH,4006458818,Bezirk Affoltern,Huyện Affoltern,Affoltern,TRUE
vi,CH,4006458827,Albula District,Huyện Albula,Albula,TRUE
vi,CH,4006458843,Bezirk Arlesheim,Huyện Arlesheim,Arlesheim,TRUE
vi,CH,4006458813,Bezirk Baden,Huyện Baden,Baden,TRUE
vi,CH,4006458870,Bellinzona District,Huyện Bellinzona,Bellinzona,TRUE
vi,CH,4006458851,Bernina District,Huyện Bernina,Bernina,TRUE
vi,CH,4006458784,Blenio District,Huyện Blenio,Blenio,TRUE
vi,CH,4006458825,Boudry District,Huyện Boudry,Boudry,TRUE
vi,CH,4006458774,Bezirk Bremgarten,Huyện Bremgarten,Bremgarten,TRUE
vi,CH,4006458821,Brig District,Huyện Brig,Brig,TRUE
vi,CH,4006458754,Broye District,Huyện Broye,Broye,TRUE
vi,CH,4006458826,Bezirk Brugg,Huyện Brugg,Brugg,TRUE
vi,CH,4006458841,Bezirk Bucheggberg,Huyện Bucheggberg,Bucheggberg,TRUE
vi,CH,4006458867,Bezirk Bülach,Huyện Bülach,Bülach,TRUE
vi,CH,4006458850,Conthey District,Huyện Conthey,Conthey,TRUE
vi,CH,4006458865,Bezirk Dielsdorf,Huyện Dielsdorf,Dielsdorf,TRUE
vi,CH,4006458760,Bezirk Dietikon,Huyện Dietikon,Dietikon,TRUE
vi,CH,4006458904,Bezirk Dorneck,Huyện Dorneck,Dorneck,TRUE
vi,CH,4006458878,Bezirk Einsiedeln,Huyện Einsiedeln,Einsiedeln,TRUE
vi,CH,4008740968,Entlebuch District,Huyện Entlebuch,Entlebuch,TRUE
vi,CH,4006458768,Entremont District,Huyện Entremont,Entremont,TRUE
vi,CH,4006458790,Franches-Montagnes District,Huyện Franches-Montagnes,Franches-Montagnes,TRUE
vi,CH,4006458742,Bezirk Gäu,Huyện Gäu,Gäu,TRUE
vi,CH,4006458810,Bezirk Gersau,Huyện Gersau,Gersau,TRUE
vi,CH,4002660598,Glâne District,Huyện Glâne,Glâne,TRUE
vi,CH,4006458766,Goms District,Huyện Goms,Goms,TRUE
vi,CH,4006458874,Bezirk Gösgen,Huyện Gösgen,Gösgen,TRUE
vi,CH,4006458872,Hérens District,Huyện Hérens,Hérens,TRUE
vi,CH,4006458797,Bezirk Hinwil,Huyện Hinwil,Hinwil,TRUE
vi,CH,4008740969,Hochdorf District,Huyện Hochdorf,Hochdorf,TRUE
vi,CH,4006458848,Bezirk Höfe,Huyện Höfe,Höfe,TRUE
vi,CH,4006458847,Bezirk Horgen,Huyện Horgen,Horgen,TRUE
vi,CH,4006458905,Imboden District,Huyện Imboden,Imboden,TRUE
vi,CH,4007285004,Jura-Nord vaudois District,Huyện Jura-Nord vaudois,Jura-Nord vaudois,TRUE
vi,CH,4006458772,Bezirk Kulm,Huyện Kulm,Kulm,TRUE
vi,CH,4006458839,Bezirk Küssnacht,Huyện Küssnacht,Küssnacht,TRUE
vi,CH,4007284995,Landquart District,Huyện Landquart,Landquart,TRUE
vi,CH,4006458860,Bezirk Laufenburg,Huyện Laufenburg,Laufenburg,TRUE
vi,CH,4006458866,Lausanne District,Huyện Lausanne,Lausanne,TRUE
vi,CH,4007285005,Lavaux-Oron District,Huyện Lavaux-Oron,Lavaux-Oron,TRUE
vi,CH,4006458809,Le Locle District,Huyện Le Locle,Le Locle,TRUE
vi,CH,4006458829,Bezirk Lebern,Huyện Lebern,Lebern,TRUE
vi,CH,4006458806,Bezirk Lenzburg,Huyện Lenzburg,Lenzburg,TRUE
vi,CH,4006458753,Leuk District,Huyện Leuk,Leuk,TRUE
vi,CH,4006458903,Leventina District,Huyện Leventina,Leventina,TRUE
vi,CH,4006458854,Bezirk Liestal,Huyện Liestal,Liestal,TRUE
vi,CH,4006458750,Locarno District,Huyện Locarno,Locarno,TRUE
vi,CH,4006458771,Lugano District,Huyện Lugano,Lugano,TRUE
vi,CH,4007284997,Maloja District,Huyện Maloja,Maloja,TRUE
vi,CH,4006458781,Bezirk March,Huyện March,March,TRUE
vi,CH,4002659702,Bezirk Meilen,Huyện Meilen,Meilen,TRUE
vi,CH,4006458894,Mendrisio District,Huyện Mendrisio,Mendrisio,TRUE
vi,CH,4007284998,Moesa District,Huyện Moesa,Moesa,TRUE
vi,CH,4006458845,Monthey District,Huyện Monthey,Monthey,TRUE
vi,CH,4006458855,Morges District,Huyện Morges,Morges,TRUE
vi,CH,4006458902,Bezirk Muri,Huyện Muri,Muri,TRUE
vi,CH,4006458886,Neuchâtel District,Huyện Neuchâtel,Neuchâtel,TRUE
vi,CH,4006458893,Bezirk Olten,Huyện Olten,Olten,TRUE
vi,CH,4007285007,Ouest Lausannois District,Huyện Ouest Lausannois,Ouest Lausannois,TRUE
vi,CH,4006458852,Bezirk Pfäffikon,Huyện Pfäffikon,Pfäffikon,TRUE
vi,CH,4006458884,Plessur District,Huyện Plessur,Plessur,TRUE
vi,CH,4006458776,Porrentruy District,Huyện Porrentruy,Porrentruy,TRUE
vi,CH,4002659097,Raron District,Huyện Raron,Raron,TRUE
vi,CH,4006458853,Bezirk Rheinfelden,Huyện Rheinfelden,Rheinfelden,TRUE
vi,CH,4006458756,Riviera District,Huyện Riviera,Riviera,TRUE
vi,CH,4006458881,Bezirk Schaffhausen,Huyện Schaffhausen,Schaffhausen,TRUE
vi,CH,4006458775,Bezirk Schwyz,Huyện Schwyz,Schwyz,TRUE
vi,CH,4006458823,Bezirk Sissach,Huyện Sissach,Sissach,TRUE
vi,CH,4006458779,Bezirk Solothurn,Huyện Solothurn,Solothurn,TRUE
vi,CH,4008740970,Sursee District,Huyện Sursee,Sursee,TRUE
vi,CH,4006458869,Bezirk Thal,Huyện Thal,Thal,TRUE
vi,CH,4002658380,Bezirk Thierstein,Huyện Thierstein,Thierstein,TRUE
vi,CH,4006458836,Bezirk Unterklettgau,Huyện Unterklettgau,Unterklettgau,TRUE
vi,CH,4006458751,Bezirk Uster,Huyện Uster,Uster,TRUE
vi,CH,4006458812,Val-de-Ruz District,Huyện Val-de-Ruz,Val-de-Ruz,TRUE
vi,CH,4002658196,Vallemaggia District,Huyện Vallemaggia,Vallemaggia,TRUE
vi,CH,4006458862,Veveyse District,Huyện Veveyse,Veveyse,TRUE
vi,CH,4006458844,Visp District,Huyện Visp,Visp,TRUE
vi,CH,4006458748,Bezirk Waldenburg,Huyện Waldenburg,Waldenburg,TRUE
vi,CH,4008740971,Willisau District,Huyện Willisau,Willisau,TRUE
vi,CH,4006458808,Bezirk Winterthur,Huyện Winterthur,Winterthur,TRUE
vi,CH,4006458746,Bezirk Zofingen,Huyện Zofingen,Zofingen,TRUE
vi,CH,4006458798,Bezirk Zürich,Huyện Zürich,Zürich,TRUE
vi,CH,4006458788,Bezirk Zurzach,Huyện Zurzach,Zurzach,TRUE
vi,CL,4003899538,Provincia de Antofagasta,Tỉnh Antofagasta,Antofagasta,TRUE
vi,CL,4003899459,Provincia de Arauco,Tỉnh Arauco,Arauco,TRUE
vi,CL,4003899358,Provincia de Arica,Tỉnh Arica,Arica,TRUE
vi,CL,4003900336,Provincia de Aisén,Tỉnh Aysén,Aysén,TRUE
vi,CL,4003898381,Provincia de Biobío,Tỉnh Biobío,Biobío,TRUE
vi,CL,4003897525,Provincia de Cachapoal,Tỉnh Cachapoal,Cachapoal,TRUE
vi,CL,4003896095,Provincia de Cautín,Tỉnh Cautín,Cautín,TRUE
vi,CL,4003895547,Provincia de Chañaral,Tỉnh Chañaral,Chañaral,TRUE
vi,CL,4003895070,Provincia de Chiloé,Tỉnh Chiloé,Chiloé,TRUE
vi,CL,4003894914,Provincia de Choapa,Tỉnh Choapa,Choapa,TRUE
vi,CL,4003894310,Provincia de Colchagua,Tỉnh Colchagua,Colchagua,TRUE
vi,CL,4003893889,Provincia de Concepción,Tỉnh Concepción,Concepción,TRUE
vi,CL,4003893653,Provincia de Copiapó,Tỉnh Copiapó,Copiapó,TRUE
vi,CL,4003892868,Provincia de Curicó,Tỉnh Curicó,Curicó,TRUE
vi,CL,4004030752,Provincia de Isla de Pascua,Tỉnh Đảo Phục Sinh,Đảo Phục Sinh,TRUE
vi,CL,4003891149,Provincia de El Loa,Tỉnh El Loa,El Loa,TRUE
vi,CL,4003890620,Provincia de Elqui,Tỉnh Elqui,Elqui,TRUE
vi,CL,4003887756,Provincia de Huasco,Tỉnh Huasco,Huasco,TRUE
vi,CL,4003887125,Provincia de Iquique,Tỉnh Iquique,Iquique,TRUE
vi,CL,4003883200,Provincia de Limarí,Tỉnh Limarí,Limarí,TRUE
vi,CL,4003883166,Provincia de Linares,Tỉnh Linares,Linares,TRUE
vi,CL,4003882955,Provincia de Llanquihue,Tỉnh Llanquihue,Llanquihue,TRUE
vi,CL,4003882432,Provincia de Los Andes,Tỉnh Los Andes,Los Andes,TRUE
vi,CL,4003881037,Provincia de Magallanes,Tỉnh Magallanes,Magallanes,TRUE
vi,CL,4003880987,Provincia de Maipo,Tỉnh Maipo,Maipo,TRUE
vi,CL,4003880842,Provincia de Malleco,Tỉnh Malleco,Malleco,TRUE
vi,CL,4003880106,Provincia de Melipilla,Tỉnh Melipilla,Melipilla,TRUE
vi,CL,4004036651,Provincia Antártica Chilena,Tỉnh Nam Cực thuộc Chile,Nam Cực thuộc Chile,TRUE
vi,CL,4003878472,Provincia de Ñuble,Tỉnh Ñuble,Ñuble,TRUE
vi,CL,4003877946,Provincia de Osorno,Tỉnh Osorno,Osorno,TRUE
vi,CL,4003876415,Petorca Province,Tỉnh Petorca,Petorca,TRUE
